timestamp,client_name,vm_id,ip,os,total_gb,used_gb,free_gb,used_percent
2025-05-25 00:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.06,221.94,44.5
2025-05-25 01:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.18,221.82,44.5
2025-05-25 02:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.34,221.66,44.6
2025-05-25 03:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.47,221.53,44.6
2025-05-25 04:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.6,221.4,44.7
2025-05-25 05:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.74,221.26,44.7
2025-05-25 06:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.88,221.12,44.7
2025-05-25 07:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.03,220.97,44.8
2025-05-25 08:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.15,220.85,44.8
2025-05-25 09:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.29,220.71,44.8
2025-05-25 10:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.41,220.59,44.9
2025-05-25 11:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.52,220.48,44.9
2025-05-25 12:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.63,220.37,44.9
2025-05-25 13:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.79,220.21,44.9
2025-05-25 14:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.91,220.09,45.0
2025-05-25 15:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,180.06,219.94,45.0
2025-05-25 16:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,180.19,219.81,45.0
2025-05-25 17:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,180.32,219.68,45.1
2025-05-25 18:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,180.44,219.56,45.1
2025-05-25 19:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,180.58,219.42,45.1
2025-05-25 20:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,180.73,219.27,45.2
2025-05-25 21:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,180.85,219.15,45.2
2025-05-25 22:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,180.99,219.01,45.2
2025-05-25 23:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,181.15,218.85,45.3
2025-05-26 00:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,181.3,218.7,45.3
2025-05-26 01:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,181.42,218.58,45.4
2025-05-26 02:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,181.55,218.45,45.4
2025-05-26 03:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,181.68,218.32,45.4
2025-05-26 04:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,181.79,218.21,45.4
2025-05-26 05:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,181.94,218.06,45.5
2025-05-26 06:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,182.1,217.9,45.5
2025-05-26 07:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,182.22,217.78,45.6
2025-05-26 08:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,182.35,217.65,45.6
2025-05-26 09:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,182.51,217.49,45.6
2025-05-26 10:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,182.67,217.33,45.7
2025-05-26 11:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,156.6,243.4,39.1
2025-05-26 12:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,156.71,243.29,39.2
2025-05-26 13:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,156.85,243.15,39.2
2025-05-26 14:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,156.97,243.03,39.2
2025-05-26 15:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,157.1,242.9,39.3
2025-05-26 16:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,157.26,242.74,39.3
2025-05-26 17:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,157.39,242.61,39.3
2025-05-26 18:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,157.52,242.48,39.4
2025-05-26 19:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.24,221.76,44.6
2025-05-26 20:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.41,221.59,44.6
2025-05-26 21:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.51,221.49,44.6
2025-05-26 22:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.66,221.34,44.7
2025-05-26 23:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.82,221.18,44.7
2025-05-27 00:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,178.97,221.03,44.7
2025-05-27 01:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.11,220.89,44.8
2025-05-27 02:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.24,220.76,44.8
2025-05-27 03:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.38,220.62,44.8
2025-05-27 04:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.49,220.51,44.9
2025-05-27 05:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,179.63,220.37,44.9
2025-05-27 06:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,168.44,231.56,42.1
2025-05-27 07:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,168.61,231.39,42.2
2025-05-27 08:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,168.76,231.24,42.2
2025-05-27 09:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,168.92,231.08,42.2
2025-05-27 10:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,169.05,230.95,42.3
2025-05-27 11:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,169.17,230.83,42.3
2025-05-27 12:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,169.29,230.71,42.3
2025-05-27 13:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,169.45,230.55,42.4
2025-05-27 14:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,169.59,230.41,42.4
2025-05-27 15:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,169.72,230.28,42.4
2025-05-27 16:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,169.83,230.17,42.5
2025-05-27 17:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,169.95,230.05,42.5
2025-05-27 18:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,170.1,229.9,42.5
2025-05-27 19:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,170.25,229.75,42.6
2025-05-27 20:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,170.39,229.61,42.6
2025-05-27 21:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,170.52,229.48,42.6
2025-05-27 22:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,170.65,229.35,42.7
2025-05-27 23:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,170.79,229.21,42.7
2025-05-28 00:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,170.91,229.09,42.7
2025-05-28 01:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,171.06,228.94,42.8
2025-05-28 02:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,171.21,228.79,42.8
2025-05-28 03:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,171.34,228.66,42.8
2025-05-28 04:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,171.47,228.53,42.9
2025-05-28 05:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,171.6,228.4,42.9
2025-05-28 06:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,171.73,228.27,42.9
2025-05-28 07:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,171.84,228.16,43.0
2025-05-28 08:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,171.98,228.02,43.0
2025-05-28 09:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,172.11,227.89,43.0
2025-05-28 10:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,172.27,227.73,43.1
2025-05-28 11:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,172.42,227.58,43.1
2025-05-28 12:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,172.53,227.47,43.1
2025-05-28 13:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,172.64,227.36,43.2
2025-05-28 14:48:31,Client 3,C3VM1,10.2.1.1,Amazon Linux 2,400,166.84,233.16,41.7
