timestamp,client_name,vm_id,ip,os,total_gb,used_gb,free_gb,used_percent
2025-05-25 00:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.04,496.96,44.8
2025-05-25 01:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.14,496.86,44.8
2025-05-25 02:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.19,496.81,44.8
2025-05-25 03:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.26,496.74,44.8
2025-05-25 04:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.32,496.68,44.8
2025-05-25 05:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.37,496.63,44.8
2025-05-25 06:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.48,496.52,44.8
2025-05-25 07:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.56,496.44,44.8
2025-05-25 08:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.67,496.33,44.9
2025-05-25 09:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.75,496.25,44.9
2025-05-25 10:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.82,496.18,44.9
2025-05-25 11:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.88,496.12,44.9
2025-05-25 12:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,403.98,496.02,44.9
2025-05-25 13:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,404.06,495.94,44.9
2025-05-25 14:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,404.13,495.87,44.9
2025-05-25 15:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,404.19,495.81,44.9
2025-05-25 16:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,404.27,495.73,44.9
2025-05-25 17:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,376.37,523.63,41.8
2025-05-25 18:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,376.45,523.55,41.8
2025-05-25 19:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,376.51,523.49,41.8
2025-05-25 20:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,376.58,523.42,41.8
2025-05-25 21:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,376.68,523.32,41.9
2025-05-25 22:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,376.78,523.22,41.9
2025-05-25 23:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,347.45,552.55,38.6
2025-05-26 00:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,347.54,552.46,38.6
2025-05-26 01:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,347.62,552.38,38.6
2025-05-26 02:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,347.69,552.31,38.6
2025-05-26 03:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,347.76,552.24,38.6
2025-05-26 04:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,347.83,552.17,38.6
2025-05-26 05:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,347.92,552.08,38.7
2025-05-26 06:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.02,551.98,38.7
2025-05-26 07:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.1,551.9,38.7
2025-05-26 08:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.2,551.8,38.7
2025-05-26 09:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.28,551.72,38.7
2025-05-26 10:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.38,551.62,38.7
2025-05-26 11:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.44,551.56,38.7
2025-05-26 12:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.49,551.51,38.7
2025-05-26 13:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.59,551.41,38.7
2025-05-26 14:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.64,551.36,38.7
2025-05-26 15:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.73,551.27,38.7
2025-05-26 16:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.78,551.22,38.8
2025-05-26 17:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.84,551.16,38.8
2025-05-26 18:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,348.94,551.06,38.8
2025-05-26 19:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.36,564.64,37.3
2025-05-26 20:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.4,564.6,37.3
2025-05-26 21:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.47,564.53,37.3
2025-05-26 22:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.55,564.45,37.3
2025-05-26 23:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.64,564.36,37.3
2025-05-27 00:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.71,564.29,37.3
2025-05-27 01:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.76,564.24,37.3
2025-05-27 02:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.84,564.16,37.3
2025-05-27 03:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.91,564.09,37.3
2025-05-27 04:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,335.98,564.02,37.3
2025-05-27 05:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.04,563.96,37.3
2025-05-27 06:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.09,563.91,37.3
2025-05-27 07:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.2,563.8,37.4
2025-05-27 08:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.28,563.72,37.4
2025-05-27 09:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.37,563.63,37.4
2025-05-27 10:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.47,563.53,37.4
2025-05-27 11:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.52,563.48,37.4
2025-05-27 12:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.58,563.42,37.4
2025-05-27 13:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.65,563.35,37.4
2025-05-27 14:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.73,563.27,37.4
2025-05-27 15:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.78,563.22,37.4
2025-05-27 16:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.84,563.16,37.4
2025-05-27 17:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,336.91,563.09,37.4
2025-05-27 18:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.0,563.0,37.4
2025-05-27 19:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.08,562.92,37.5
2025-05-27 20:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.17,562.83,37.5
2025-05-27 21:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.25,562.75,37.5
2025-05-27 22:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.34,562.66,37.5
2025-05-27 23:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.41,562.59,37.5
2025-05-28 00:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.46,562.54,37.5
2025-05-28 01:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.51,562.49,37.5
2025-05-28 02:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,337.6,562.4,37.5
2025-05-28 03:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,393.02,506.98,43.7
2025-05-28 04:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,393.07,506.93,43.7
2025-05-28 05:48:31,Client 8,C8VM1,10.7.1.1,CentOS 8,900,393.16,506.84,43.7
