timestamp,client_name,vm_id,ip,os,total_gb,used_gb,free_gb,used_percent
2025-05-25 00:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,169.84,180.16,48.5
2025-05-25 01:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,170.02,179.98,48.6
2025-05-25 02:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,170.23,179.77,48.6
2025-05-25 03:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,170.43,179.57,48.7
2025-05-25 04:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,170.65,179.35,48.8
2025-05-25 05:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,170.86,179.14,48.8
2025-05-25 06:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,171.03,178.97,48.9
2025-05-25 07:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,171.21,178.79,48.9
2025-05-25 08:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,171.4,178.6,49.0
2025-05-25 09:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,171.62,178.38,49.0
2025-05-25 10:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,171.82,178.18,49.1
2025-05-25 11:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,172.01,177.99,49.1
2025-05-25 12:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,172.22,177.78,49.2
2025-05-25 13:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,172.42,177.58,49.3
2025-05-25 14:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,172.59,177.41,49.3
2025-05-25 15:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,172.78,177.22,49.4
2025-05-25 16:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,172.99,177.01,49.4
2025-05-25 17:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,173.21,176.79,49.5
2025-05-25 18:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,173.4,176.6,49.5
2025-05-25 19:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,173.62,176.38,49.6
2025-05-25 20:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,173.8,176.2,49.7
2025-05-25 21:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,174.02,175.98,49.7
2025-05-25 22:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,174.19,175.81,49.8
2025-05-25 23:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,174.4,175.6,49.8
2025-05-26 00:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,174.58,175.42,49.9
2025-05-26 01:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,174.75,175.25,49.9
2025-05-26 02:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,174.92,175.08,50.0
2025-05-26 03:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,175.11,174.89,50.0
2025-05-26 04:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,175.33,174.67,50.1
2025-05-26 05:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,175.56,174.44,50.2
2025-05-26 06:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,175.73,174.27,50.2
2025-05-26 07:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,175.91,174.09,50.3
2025-05-26 08:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,176.11,173.89,50.3
2025-05-26 09:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,176.3,173.7,50.4
2025-05-26 10:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,176.47,173.53,50.4
2025-05-26 11:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,176.66,173.34,50.5
2025-05-26 12:48:31,Client 5,C5VM1,10.4.1.1,Windows Server 2016,350,176.87,173.13,50.5
