timestamp,client_name,vm_id,ip,os,total_gb,used_gb,free_gb,used_percent
2025-05-25 00:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,365.67,334.33,52.2
2025-05-25 01:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,365.86,334.14,52.3
2025-05-25 02:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,366.05,333.95,52.3
2025-05-25 03:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,366.25,333.75,52.3
2025-05-25 04:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,366.45,333.55,52.3
2025-05-25 05:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,366.59,333.41,52.4
2025-05-25 06:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,366.77,333.23,52.4
2025-05-25 07:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,366.94,333.06,52.4
2025-05-25 08:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,367.11,332.89,52.4
2025-05-25 09:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,367.3,332.7,52.5
2025-05-25 10:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,367.45,332.55,52.5
2025-05-25 11:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,367.6,332.4,52.5
2025-05-25 12:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,367.77,332.23,52.5
2025-05-25 13:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,367.96,332.04,52.6
2025-05-25 14:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,368.1,331.9,52.6
2025-05-25 15:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,368.27,331.73,52.6
2025-05-25 16:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,368.45,331.55,52.6
2025-05-25 17:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,368.64,331.36,52.7
2025-05-25 18:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,368.82,331.18,52.7
2025-05-25 19:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,369.0,331.0,52.7
2025-05-25 20:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,333.79,366.21,47.7
2025-05-25 21:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,333.95,366.05,47.7
2025-05-25 22:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,334.1,365.9,47.7
2025-05-25 23:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,334.25,365.75,47.8
2025-05-26 00:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,334.4,365.6,47.8
2025-05-26 01:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,334.57,365.43,47.8
2025-05-26 02:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,308.54,391.46,44.1
2025-05-26 03:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,308.73,391.27,44.1
2025-05-26 04:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,308.92,391.08,44.1
2025-05-26 05:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,309.09,390.91,44.2
2025-05-26 06:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,309.29,390.71,44.2
2025-05-26 07:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,309.47,390.53,44.2
2025-05-26 08:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,309.64,390.36,44.2
2025-05-26 09:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,309.8,390.2,44.3
2025-05-26 10:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,309.95,390.05,44.3
2025-05-26 11:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,310.15,389.85,44.3
2025-05-26 12:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,310.33,389.67,44.3
2025-05-26 13:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,310.49,389.51,44.4
2025-05-26 14:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,310.64,389.36,44.4
2025-05-26 15:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,310.83,389.17,44.4
2025-05-26 16:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,310.98,389.02,44.4
2025-05-26 17:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,381.82,318.18,54.5
2025-05-26 18:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,382.0,318.0,54.6
2025-05-26 19:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,382.17,317.83,54.6
2025-05-26 20:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,382.35,317.65,54.6
2025-05-26 21:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,382.54,317.46,54.6
2025-05-26 22:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,382.72,317.28,54.7
2025-05-26 23:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,382.88,317.12,54.7
2025-05-27 00:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,383.06,316.94,54.7
2025-05-27 01:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,383.22,316.78,54.7
2025-05-27 02:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,383.39,316.61,54.8
2025-05-27 03:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,383.56,316.44,54.8
2025-05-27 04:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,383.71,316.29,54.8
2025-05-27 05:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,383.86,316.14,54.8
2025-05-27 06:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,384.01,315.99,54.9
2025-05-27 07:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,384.22,315.78,54.9
2025-05-27 08:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,384.42,315.58,54.9
2025-05-27 09:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,384.62,315.38,54.9
2025-05-27 10:48:31,Client 4,C4VM1,10.3.1.1,RHEL 8,700,384.78,315.22,55.0
